ZONE,STATE,DEALER NAME,CHEQUE BOUNCE,DEALER YEARS,PHONE NUMBER,EMAIL ADDRESS,Q1016,Q2016,Q3016,Q4016,Q1017,Q2017,Q3017,Q4017,Q1018,CREDITABILITY
4,15,SHREE ANAND TRADERS, 2 ,4,1,1,0,0,0,0,0,0,"1,09,908",0,0,1
1,24,SHREE ANGAMMAL COTTON MILLS, 2 ,6,1,1,0,0,0,0,0,0,0,0,0,1
2,27,Shree Annpurana Rice Industries, 2 ,9,2,1,0,0,0,0,0,0,0,0,0,1
2,8,SHREE BALAJI CEMENT AGENCY, 1 ,16,2,1,"1,75,681",0,"2,54,968",0,0,0,0,0,0,0
2,22,Shree Charbhuja sales corporation, 2 ,12,2,1,0,0,0,0,0,0,0,0,0,1
2,22,SHREE CHARBHUJA SALES CORPORATION, 2 ,11,1,1,0,0,0,0,0,0,0,0,0,1
4,7,SHREE DHARNIDHAR TIMBER MART, 2 ,12,2,1,"6,36,849","10,60,373","1,84,366","1,77,516","16,75,154","5,53,063","6,45,955","12,19,810","21,38,476",1
1,12,SHREE ENTERPRISES, 2 ,12,2,2,"11,78,406","8,49,136","6,05,560","7,85,039","12,25,070","5,44,024","10,97,852","13,07,981","13,32,798",1
3,20,SHREE GANESH STEELS, 2 ,15,2,1,"19,79,465","8,69,316","9,25,887","7,33,588","19,20,299","11,04,674","3,07,888","7,75,727","11,43,985",1
5,27,SHREE GANESH STEELS, 2 ,10,2,1,"1,94,177","2,54,372","3,79,253","1,24,401","1,19,297","4,29,211","4,50,467","3,63,230","7,56,520",1
3,29,SHREE GANPATI CARRYING CORPN (REGD), 1 ,5,1,1,0,0,0,0,0,0,0,0,0,0
2,27,Shree Gee Traders, 2 ,15,2,2,"8,99,575","4,19,128","2,01,109","3,24,657","9,24,985","2,02,495","7,84,112","9,22,291",0,1
5,14,shree hardware, 2 ,9,2,1,0,0,0,0,0,0,"2,30,140","1,74,975",0,1
3,37,Shree Hari Traders, 1 ,9,1,1,0,0,0,0,0,0,0,0,0,0
3,11,SHREE JAGANNATH, 2 ,10,2,2,"5,98,542",0,"3,31,231","2,86,343","4,48,660","2,37,580","2,12,850",0,"10,66,587",1
4,7,SHREE JALARAM STEEL TRADERS, 2 ,8,1,1,"4,72,705","2,16,299","1,40,713",0,0,0,0,0,"4,72,380",1
5,14,SHREE JI MACHINERY STORES, 2 ,8,1,1,0,0,0,0,0,0,0,0,0,1
4,7,SHREE KAILASH PATI SAW MILLS, 2 ,11,2,1,0,0,0,"3,69,070","2,41,841",0,0,"2,00,951",0,1
4,7,SHREE KAMREJ T.S. KHARID VECHANSANG, 2 ,15,2,1,"8,62,376","2,29,678","1,50,407","2,99,003","6,81,385","1,37,260","1,38,641","2,74,844","6,86,907",1
4,7,SHREE KHEDUT SAHAKARI G.P SOC. LTD, 2 ,14,2,1,"2,13,616",0,0,0,"72,461",0,0,0,"2,51,300",1
2,27,Shree Krishna traders, 2 ,11,2,2,0,0,0,0,0,0,0,0,0,1
3,20,SHREE LAKSHMI TRADERS, 2 ,9,2,1,"8,83,105","2,16,987","2,24,946","1,34,232","3,58,625","1,40,940","1,31,835","2,00,694","1,34,363",1
3,3,Shree Maa Stores, 2 ,5,1,1,0,0,0,0,0,0,0,0,0,1
1,12,SHREE MAHALAKSHMI STEELS & CEMENTS, 2 ,15,2,1,"19,55,160","12,79,073","6,36,581","14,77,969","25,41,299","11,37,776","11,49,888","2,04,652","6,19,776",1
1,24,SHREE MAHALAKSHMI TRADERS, 2 ,10,2,1,"1,36,125","1,39,013","1,84,671","1,37,573","5,33,335","2,23,040","3,99,853","2,25,271",0,1
2,22,Shree Mahalaxmi Sancha Agency, 2 ,6,2,1,"1,94,173",0,0,0,0,0,0,0,0,1
4,7,SHREE MAHAVIR TRADERS, 2 ,16,2,1,"14,13,269",0,0,"3,07,768","4,73,509","1,03,550",0,"10,86,185","10,78,817",1
1,24,SHREE MUTHUMATHI STEELS & HARWAERS, 2 ,6,1,1,"57,739",0,0,0,"67,711",0,0,0,0,1
2,8,SHREE NAROTAM INDUSTRY, 2 ,8,2,1,0,0,0,0,0,0,0,0,0,1
5,27,SHREE RADHAKISHAN MANNALAL, 1 ,6,2,1,"3,31,936","2,89,167","1,50,967",0,0,0,0,0,0,0
3,4,Shree Raja Ram Traders, 1 ,7,2,1,0,0,0,0,0,0,0,0,0,0
3,4,"SHREE RAM HARI RAM BROS,", 2 ,11,2,1,"7,14,286","5,86,802","3,07,426","4,90,967","15,20,966","6,12,595","3,79,731","6,02,538","2,87,731",1
2,8,SHREE RAM STEEL TRADERS, 2 ,10,1,1,"1,14,058",0,0,0,0,0,0,0,0,1
3,20,SHREE RAM TRADERS, 2 ,6,2,1,0,"1,69,323",0,"76,532",0,0,0,0,0,1
4,7,SHREE SAHKARI GIN LTD, 2 ,6,2,1,0,0,0,"1,47,243",0,0,0,0,0,1
4,15,SHREE SAI TRADERS, 2 ,4,2,1,"2,56,000",0,0,0,0,0,0,0,0,1
1,24,SHREE SAKTHI STEELS, 2 ,8,2,1,0,0,0,0,0,0,0,0,0,1
4,7,SHREE SARDAR BARDOLI TALUKA, 2 ,12,2,1,"14,33,563",0,0,"3,38,366","10,44,047","58,858",0,"2,47,500","7,75,985",1
4,7,SHREE SHAKTI PRINT, 2 ,7,1,1,0,0,0,0,0,0,0,0,0,1
2,8,SHREE SHYAM ENTERPRISES, 2 ,8,1,1,0,0,0,0,0,0,0,0,0,1
2,8,SHREE SHYAM STONE, 2 ,6,2,1,0,0,0,0,"1,71,308",0,0,0,"3,67,837",1
3,4,SHREE SHYAM TRADERS, 2 ,15,2,1,"3,38,704","2,99,851","1,84,485","1,41,068","2,93,500","2,88,105",0,"1,39,468","1,47,918",1
2,9,SHREE STEEL TRADERS, 2 ,13,2,1,"8,20,798","1,70,755",0,"75,600",0,0,0,0,0,1
5,14,SHREE SUNDER SALES, 2 ,6,1,1,0,0,0,0,0,0,0,0,0,1
5,27,SHREE THAKUR JI SALES CORPORATION, 2 ,14,2,1,"38,31,841","8,84,691","2,80,750","3,00,244","9,81,271","6,29,419",0,"99,300",0,1
5,5,SHREE TRADERS, 2 ,17,1,1,"3,45,13,585","9,83,820","67,91,434","2,07,90,290","3,32,20,169","25,32,543","68,48,702","74,14,317",0,1
1,12,SHREE VEERABHADRESHWARA TRADERS, 1 ,6,2,1,0,0,0,0,0,0,0,0,0,0
4,15,SHREE WARANA V.S. GRAHAK MANDAL, 2 ,11,2,1,"1,23,750","2,43,200","3,12,665","60,000","6,36,441","1,25,545","1,09,910","1,22,600",0,1
4,7,SHREEJI WASHING, 2 ,4,1,1,0,0,0,0,0,0,0,0,0,1
5,14,SHREYANSH TRADER, 2 ,9,2,1,"2,45,025",0,0,0,"1,98,213",0,0,0,"2,01,810",1
2,27,Shri Bala Ji Industries, 2 ,4,1,1,0,0,0,0,0,0,0,0,0,1
2,8,SHRI BALA JI STEEL, 2 ,16,2,1,"6,05,031",0,"2,27,557",0,0,"1,97,218","2,43,125","5,51,079","11,24,879",1
2,8,SHRI BALAJI IRON & SANITRY STORE, 2 ,6,2,1,0,0,0,0,0,"1,16,863",0,0,0,1
1,24,SHRI BALAJI STEELS & HARDWARE, 2 ,5,2,1,0,0,0,0,0,0,0,0,0,1
4,15,SHRI BALAJI TRADERS, 2 ,16,2,1,"7,42,945","1,89,500","1,79,509","22,17,358","20,20,613","4,11,512",0,0,0,1
4,15,SHRI BALLALESHWAR B.M.S, 2 ,14,1,1,0,0,0,0,0,0,0,0,0,1
1,12,SHRI BASAVESHWAR TRADERS, 2 ,16,2,1,"6,25,710","7,43,450",0,0,0,0,0,0,0,1
2,27,Shri Cement Agency, 1 ,16,1,1,0,0,"1,37,935",0,0,0,0,0,0,0
2,22,SHRI DHARNIYA CEMENT AGENCY, 1 ,11,2,1,"1,62,860","1,60,756","1,20,414","1,10,326","94,439","1,24,794",0,"1,90,947",0,0
4,15,SHRI GANESH CONSTRUCTION, 1 ,9,1,1,0,0,0,0,0,0,0,0,0,0
2,21,SHRI GANESH IRON STORE, 1 ,8,2,1,"3,02,188","1,33,391",0,0,0,"2,10,600",0,0,0,0
5,5,SHRI GANESH MARBLE & TILE, 1 ,10,2,1,0,0,0,0,0,0,0,0,0,0
1,12,SHRI GANESH STROES, 2 ,15,2,1,"18,67,148","5,87,905","4,72,082","6,46,967","19,86,722","1,43,431","6,63,273","11,78,213","19,35,592",1
4,15,SHRI GANESH TRADERS, 1 ,10,2,1,0,0,"1,68,335","1,80,672","3,73,200","2,14,500","1,07,250",0,0,0
5,14,SHRI GANESH TRADERS, 2 ,6,2,1,"5,08,550",0,0,0,"5,02,250",0,0,"2,87,500","4,92,095",1
2,8,SHRI GOBIND LUXMI CORP., 2 ,12,1,1,0,0,0,0,0,0,0,0,0,1
1,24,SHRI GOHULA VASAN HOLLOW BRICKS, 2 ,6,2,1,"73,798","66,000",0,"72,765","74,250",0,"79,158","77,000","46,800",1
1,1,SHRI GOVINDARAJA TEXTILES PRIVATE L, 2 ,6,1,1,0,0,0,0,0,0,0,0,0,1
1,12,Shri Hampi Virupaksha Traders, 2 ,8,2,1,"1,34,785","1,27,357",0,0,"1,41,408",0,0,"3,38,313",0,1
2,8,SHRI HARI GANGA ENTERPRISES, 2 ,14,2,1,0,0,0,0,"1,80,896","6,45,563","3,42,599","3,65,484","7,22,491",1
5,14,SHRI KAILASH TRADERS, 2 ,11,1,1,"9,94,840","1,50,480",0,"1,71,450","3,51,585","1,07,063",0,"1,04,563","2,29,500",1
1,36,"SHRI KANDAAS PLYWOODS,GLASS HOUSE", 1 ,10,2,1,0,0,0,0,0,0,0,0,0,0
2,28,SHRI KARISHNA HARDWARE STORE, 2 ,7,1,1,0,"1,10,760",0,0,0,0,0,0,0,1
4,7,SHRI KHEDUT SAHAKARI GIN LTD, 2 ,8,1,1,0,0,0,0,"70,159",0,0,0,0,1
2,22,Shri Khimaj Trading Company, 2 ,6,2,1,"1,88,070",0,0,0,0,0,0,0,0,1
3,4,Shri Krishna Hardware, 2 ,13,2,1,"4,39,123","2,91,011","1,43,244","4,45,901","20,35,810","5,89,494","4,96,192","9,11,189","8,57,157",1
5,14,Shri Krishna Steel, 2 ,14,2,1,"16,50,439","10,68,716","6,54,356","25,38,189","8,93,517","3,58,472","3,43,054","9,25,617","4,67,800",1
5,5,SHRI KRISHNA TRADERS, 2 ,6,1,1,0,0,0,0,0,0,0,0,0,1
1,12,SHRI LAXMI TRADERS, 2 ,8,2,1,"2,80,470","2,77,073","1,43,729","1,31,726","2,59,655","3,71,912","1,21,428",0,"2,67,349",1
5,5,SHRI MANGALAM TRADERS, 2 ,8,1,1,0,0,0,0,0,0,0,0,0,1
5,27,SHRI NAND STEELS, 2 ,11,2,1,"7,34,540",0,"1,52,048",0,"63,748","22,492",0,"40,776",0,1
2,8,SHRI NATH FURNITURE HOUSE, 2 ,12,1,1,0,"2,20,427","1,11,444",0,0,"3,35,964","2,54,232","2,55,009",0,1
1,12,SHRI PADMAVATI COLUR WORLD, 1 ,9,2,1,"1,26,685","1,29,856",0,"1,19,260","6,89,625","3,73,246","11,80,488","4,91,966",0,0
1,24,SHRI PALANIYANDAVAR AND CO, 2 ,5,2,1,0,0,0,0,0,0,0,0,0,1
4,7,SHRI PRAVIN TIMBER MART, 2 ,8,1,1,"54,651","79,083",0,"2,68,471","6,14,667","3,36,779","6,71,016","7,03,639","6,28,163",1
5,14,SHRI RAM IRON STORES, 2 ,6,2,1,"2,63,175","1,01,958","2,48,250","1,43,489","1,88,370",0,"2,60,859",0,0,1
5,14,SHRI RAM PARETA TRADERS, 2 ,12,2,1,"5,01,118",0,"3,37,005","1,49,878","6,85,384",0,0,"5,88,315","2,92,224",1
5,14,SHRI RAM TRADERS, 2 ,14,2,1,0,0,0,0,0,0,0,0,0,1
4,15,SHRI RAM TRADERS, 2 ,7,2,2,0,"2,32,500","2,60,260",0,"4,98,150",0,0,0,"2,67,975",1
1,12,SHRI RENUKA TILES DEPOT, 1 ,6,2,1,0,0,0,0,0,0,0,0,0,0
5,14,SHRI SAI ENTERPRISES, 2 ,7,1,1,0,0,0,0,0,0,0,0,0,1
4,15,SHRI SAI SALES CORPORATION, 2 ,7,2,1,0,0,0,0,0,0,0,0,0,1
4,15,SHRI SAI SARDHAN TRADERS, 2 ,8,2,1,0,"1,16,263",0,0,"1,20,900",0,"1,19,260",0,0,1
5,14,Shri Sai Traders, 2 ,9,2,1,0,0,0,0,0,0,0,0,0,1
2,22,Shri Shyam Marble & Sanitaryware, 2 ,10,2,1,"4,35,444","1,21,918","2,58,939",0,0,"3,73,210",0,0,0,1
5,14,SHRI SUNDER SALES, 2 ,11,2,1,"6,08,275",0,0,0,0,0,0,0,0,1
4,15,SHRI SWAMI SAMARTH TRADERS, 2 ,11,2,1,"2,60,262","2,30,400",0,"2,33,360","2,43,160","1,78,035",0,"5,21,250",0,1
1,24,SHRI SWATHI TRADERS, 2 ,11,2,2,0,"12,30,702","8,53,999","32,21,733","29,52,854","36,12,018","40,05,083","40,90,714",0,1
4,15,SHRI TRADCO DEESAN PVT LTD, 1 ,8,1,1,0,"60,509",0,"59,399",0,0,"57,988",0,0,0
5,14,SHRI Traders, 2 ,13,1,1,"9,06,280",0,0,"7,81,675","5,07,200",0,"1,22,840","3,75,675","10,03,494",1
2,27,Shri Vishwakarma enterprises, 2 ,17,2,2,"95,43,134","43,38,865","32,94,357","86,87,586","1,42,05,923","67,30,186","89,60,874","1,25,48,094","1,57,14,288",1
3,11,SHRIJA SALES, 2 ,13,2,2,"2,00,56,411","75,31,863","57,29,636","1,31,61,539","1,04,28,763","36,82,625","60,89,019","51,83,998","1,45,52,232",1
5,5,SHRIMAN SALES, 2 ,9,1,1,"9,90,150","14,62,910","13,52,922","12,74,655","14,82,920","19,37,588","10,26,061","9,05,825","12,63,000",1
5,14,SHUBHAM ENTERPRISES, 2 ,14,2,1,"3,57,425","1,85,600","12,93,352","2,25,500","2,35,950",0,0,"5,44,905","14,04,390",1
5,14,SHUBHAM HARDWARE STORES, 2 ,9,2,1,0,0,0,0,0,0,0,0,0,1
2,27,Shubham Overseas INC, 2 ,8,1,1,0,0,0,0,0,0,0,0,0,1
5,27,SHUBHARAMBH STEEL TRADERS, 2 ,7,1,1,0,0,0,0,0,0,0,0,0,1
1,12,SHUKHRIYA TRADING CENTRE, 2 ,12,2,2,"10,29,703","3,82,885","3,56,849","1,21,237","2,90,080",0,0,0,0,1
5,5,SHYAM STEELS & SENETARY, 2 ,14,2,2,"3,21,720","2,75,520","2,91,233",0,"2,42,445","1,48,920",0,"1,54,354","3,40,825",1
3,11,SHYAM TRADERS, 2 ,6,2,2,"4,15,430","1,13,610","2,10,863","2,49,162","4,69,320","21,167",0,"1,80,132","2,02,715",1
3,11,SHYAMA ENTERPRISE, 2 ,15,2,2,"16,19,566","4,42,915","6,79,218","2,70,420","9,99,570","6,36,211","5,34,411","7,40,844","10,31,370",1
5,27,SHYAMA STEELS, 2 ,8,1,1,0,0,0,0,0,0,0,0,0,1
3,29,Shyamal Kumar Bairagya, 2 ,16,2,2,"24,30,887","11,92,895","4,31,485","8,62,839","17,41,976","7,10,747","7,18,785","11,46,717","14,18,897",1
1,24,SIDHA TRADERS, 2 ,11,2,2,"5,15,816",0,"3,03,760",0,"1,40,250",0,0,0,0,1
3,29,SIDHESWARY BUILDERS, 2 ,12,2,2,"4,43,396","1,47,368","2,77,478","5,64,261","1,43,937","1,40,859","4,06,835","1,35,645","2,67,899",1
2,21,SIDHU BROS AND CO0OWNERS, 2 ,13,1,1,0,0,0,0,0,0,0,0,0,1
2,27,Silver Tone Paper Limited, 2 ,4,1,1,0,0,0,0,0,0,0,0,0,1
4,15,SILVER TRADERS, 2 ,8,1,1,0,0,0,0,0,0,0,0,0,1
4,15,SILVER TRADERS, 2 ,5,1,1,0,0,0,0,0,0,0,0,0,1
5,14,SIMPLEX TUBLER STRECTURE, 2 ,7,1,1,0,0,0,0,0,0,0,0,0,1
2,27,SINGAL IRON STORE, 2 ,8,2,1,0,0,0,0,0,0,0,0,0,1
2,27,Singal iron traders, 2 ,12,2,1,"1,00,045","3,17,344","1,07,103","2,04,917","4,01,608","99,173","5,07,544","3,01,664","4,19,821",1
2,22,Singal Traders, 2 ,6,1,1,0,0,0,0,0,0,0,0,0,1
5,14,Singh Building Material & Supplier, 2 ,5,1,1,0,0,"2,02,400","2,18,300",0,"1,81,750",0,"4,28,247","1,75,550",1
2,21,SINGH CEMENT STORE, 2 ,9,2,2,0,0,0,0,0,0,0,0,0,1
5,27,SINGH TRADERS, 2 ,11,2,1,"3,95,365",0,"3,54,428",0,0,0,"2,39,761",0,0,1
5,14,SINGHAI TRADERS, 2 ,14,2,1,"8,79,662","4,23,645",0,0,0,0,0,0,0,1
2,27,SINGHAL ENTERPRISES, 2 ,16,2,1,"16,20,410","24,71,313","30,03,434","24,22,180",0,"7,81,404","10,90,298","2,78,921",0,1
2,21,SINGLA IRON STORE, 2 ,10,2,1,"3,19,369",0,0,0,0,0,"1,70,468",0,"3,67,595",1
3,29,SIRAJUDDIN SHAIKH, 2 ,11,2,1,"2,94,811",0,0,0,0,0,0,0,0,1
3,29,SITANATH HW STORE, 2 ,15,2,2,"1,94,64,331","83,73,005","92,36,346","1,45,49,153","1,86,27,936","71,55,346","1,05,39,878","1,53,59,108","1,87,58,913",1
5,27,SITAPUR POULTRY PARIWAR, 2 ,13,1,1,0,0,0,0,0,0,0,0,0,1
5,14,SITARAM GUPTA, 2 ,11,2,1,0,0,"2,43,200","2,46,400","2,37,150",0,"4,70,400",0,0,1
3,20,SIVA HARDWARE STORE, 2 ,16,2,1,"7,98,438","3,76,383","3,51,723","2,70,537","2,77,393",0,"86,997","1,37,020","3,51,747",1
1,24,SIVA SAKTHI HOLLOW BLOCKS, 2 ,5,2,1,0,0,0,0,0,0,0,0,0,1
1,24,SIVASAKTHI TRADERS (THEVARKULAM), 2 ,8,2,1,0,"1,06,317",0,0,0,0,0,0,0,1
2,8,SIYA CONSTRUCTION, 2 ,7,1,1,0,"33,474","4,53,012","1,39,764",0,0,0,"1,31,198",0,1
3,29,SK ROY HARDWARE STORE, 2 ,15,2,1,"1,12,59,611","31,08,174","27,70,951","53,67,427","96,01,903","39,92,786","50,20,522","69,78,710","1,40,04,372",1
1,13,SK STEELS, 2 ,9,2,1,"2,80,359","2,10,099","1,28,221",0,0,0,0,0,0,1
1,24,SKT STEELS, 2 ,9,2,1,"1,92,357","3,95,929","1,40,275","4,30,532","84,504",0,"1,79,450","2,51,896","3,84,673",1
4,15,SKYLARK ENTERPRISES, 2 ,14,2,2,0,0,0,0,0,0,0,0,0,1
1,24,SM HARDWARES & TIMBERS, 2 ,10,2,1,"3,95,763","1,84,523",0,0,"1,49,491","3,47,774","1,69,380","1,95,269","1,83,743",1
2,21,SOBTI ENGINEERING WORKS, 2 ,13,2,1,"2,29,579","1,41,659",0,0,0,0,"2,24,463",0,0,1
2,21,SOHAL ENGG. WORKS, 2 ,7,1,1,0,0,0,0,0,0,0,0,0,1
2,21,SOM NATH & SONS, 1 ,10,2,1,0,0,0,0,0,"5,32,225","3,53,970","10,62,221","8,24,295",0
1,24,SOMASUNDARAM CEMENT & STEEL, 2 ,13,2,1,"5,37,123","5,71,096","3,38,950","2,02,480","3,58,010","3,12,827","1,90,450","3,93,498","1,93,125",1
4,15,SONAWANE HARDWARE & BUILDING MATERI, 2 ,14,2,2,"78,21,291","24,24,133","8,39,650","49,68,225","1,64,55,031","20,86,710","50,94,352","1,20,32,380","1,86,20,410",1
5,14,SONI ENTERPRISES, 2 ,15,2,2,"4,94,080",0,0,"2,73,800","7,08,600",0,0,0,0,1
5,14,SONI TRADING COMPANY, 2 ,6,2,2,0,0,0,0,0,0,0,0,0,1
5,27,SONU HARDEARE, 2 ,11,2,1,"5,55,667","2,52,538","3,84,347","6,00,610","9,16,647","3,41,859","3,50,962","2,20,342",0,1
2,21,Sood Sales Corporation, 2 ,9,1,1,0,0,0,0,0,0,0,0,0,1
2,21,SOOD STEEL HOUSE, 2 ,16,2,1,"4,56,525","4,62,175","5,99,074","1,52,860","6,42,477","6,06,350","5,95,392","20,38,851","3,44,822",1
3,20,SORO ASBESTOS, 2 ,16,2,1,"1,01,13,426","37,08,222","40,92,037","1,02,20,231","1,47,68,232","40,75,323","35,42,761","58,72,097","89,36,277",1
4,15,SOU PUSHPA PRAKASH  DALE, 2 ,6,1,1,0,0,0,0,0,0,0,0,0,1
2,27,SOUBHAGYA PROCESSOR PVT. LTD., 2 ,12,1,1,0,0,0,0,0,0,0,0,0,1
3,20,SOUDAMINI TRADING, 2 ,8,2,1,"35,644",0,0,0,0,0,0,0,0,1
3,29,South Bengal Hardware, 2 ,15,2,1,"2,89,891","3,38,054","1,61,941","3,15,800","1,69,889","1,57,581","3,21,863","1,41,045","1,42,968",1
1,24,SOUTH INDIA CORPORATON, 2 ,6,2,1,"2,60,083","95,337",0,0,0,0,"5,72,680","2,13,715","9,58,772",1
1,24,SOUTH INDIAN TIMBER CORPORATION, 2 ,10,2,1,"12,44,098","16,50,577","9,31,741","8,37,632","7,26,033","9,72,717","9,68,679","9,85,866","11,42,052",1
1,12,SOWMYA SHREE ENTERPRISES, 2 ,10,2,1,0,0,"1,31,601","1,03,777","1,09,545",0,0,0,0,1
1,12,SOWMYASHREE ENTERPRISES, 2 ,14,2,1,"1,18,202","1,27,747","1,30,322",0,"2,45,444","3,13,482","1,48,405","1,86,690","2,73,811",1
1,12,Sowmyashree Traders, 2 ,9,2,1,0,0,0,0,0,0,0,0,0,1
1,13,SP TRADERS, 2 ,8,2,1,0,0,0,0,0,0,0,0,0,1
1,24,SPK HARDWARES, 2 ,8,2,1,"2,92,102","78,724","1,45,768","44,512","1,44,149","1,34,136","1,18,833","29,097","1,51,002",1
2,8,SPRING ENTERPRISES, 2 ,9,1,1,0,0,0,0,0,0,0,0,0,1
1,1,SREE BALAJI TRADERS, 1 ,7,2,1,0,0,0,"1,24,537","4,95,490",0,"3,95,800","1,95,100",0,0
1,13,SREE GURUVAYURAPPAN STORES, 2 ,16,2,1,"25,99,690","17,92,602","17,37,669","9,43,365","13,05,012","6,91,440","12,16,873","19,42,036","16,06,936",1
1,13,SREE HARI ENTERPRISES, 2 ,8,2,2,"1,30,899","1,21,678","1,24,467","1,30,551","2,62,284",0,"1,15,739",0,"2,52,592",1
1,13,Sree Krishna Agencies, 2 ,5,2,1,"1,21,334",0,"1,21,957","1,19,887","1,30,980",0,"1,19,168","1,13,250","1,69,672",1
1,24,SREE KRISHNA TIMBER DEPOT, 1 ,7,2,1,0,0,0,0,0,0,0,0,0,0
1,24,SREE KRISHNA TIMBERS, 2 ,10,2,2,"58,763","1,39,600","1,37,115",0,0,0,0,0,0,1
1,12,SREE MANJUNATHA HARDWARE AND STEELS, 1 ,8,2,1,"1,30,412",0,0,0,"1,26,944","1,57,374",0,0,0,0
1,24,SREE MEENAKSHY CORPORATION, 2 ,13,2,2,"7,49,340",0,0,0,0,0,0,0,0,1
1,24,SREE MURUGAN PAINT & HARDWARE, 2 ,5,2,1,"6,15,851","5,27,793","4,54,800","1,75,725","5,40,659","4,37,190","1,38,600","1,06,563","3,00,084",1
1,13,SREE NARASIMHA TRADERS, 2 ,11,2,1,"2,47,261","2,25,945","1,16,555","1,12,736","2,35,196","1,19,026","1,12,752","2,28,550","2,23,815",1
1,13,SREE NITHYANANDA AGENCIES, 2 ,5,1,1,"1,20,996",0,0,0,0,"51,807",0,"1,00,354",0,1
1,24,SREE SAKTHI TIMBER DEPOT, 2 ,11,2,1,0,0,0,"1,42,774",0,0,0,0,0,1
1,24,SREE SAPTHAGIRI TRADERS, 2 ,15,2,2,"3,46,49,459","3,94,10,665","3,34,73,219","2,78,87,003","3,30,24,300","3,64,78,435","4,16,31,885","4,75,48,645","5,30,89,578",1
1,24,SREE SENTHUR TRADERS, 2 ,15,2,1,"1,84,34,135","1,75,93,962","1,59,91,271","1,20,06,925","1,15,94,893","1,18,48,556","1,22,65,868","1,33,58,350","1,42,77,311",1
1,12,SREE VEERABHADRESHWARA ENTERPRISES, 2 ,5,2,1,0,0,0,0,0,0,0,0,0,1
1,12,SREE VENKATESHWARA TRADERS, 2 ,4,2,1,0,0,0,0,0,0,0,0,0,1
1,24,SREE VENKATESWARA AGENCIES, 2 ,8,2,1,0,0,"1,20,630","59,746","1,34,924","63,194",0,0,0,1
1,12,SREE VIGNISH DISTRIBUTORS, 2 ,15,2,1,"2,63,598","1,20,892","1,34,548","1,31,132","2,57,589",0,0,"1,29,793","2,11,621",1
1,24,SRI ALAGARMALAIYAN TRADERS, 2 ,4,2,1,"1,01,058",0,0,0,0,0,0,0,0,1
1,24,SRI AMMAN CHAMBER, 1 ,13,1,1,0,"2,30,538",0,0,0,0,"2,34,769",0,0,0
1,24,SRI AMMAN HARDWARE, 2 ,11,2,1,"2,49,150","5,36,690","4,27,930","2,73,700","3,53,658","5,64,904",0,"1,34,840","2,67,970",1
1,24,SRI AMMAN HARDWARES& ELECTRONICS, 2 ,6,1,1,"38,709","38,076","31,477","30,756","35,693",0,0,"38,123",0,1
1,24,SRI AMMAN INDUSTRIES, 2 ,9,1,1,0,0,0,0,0,0,0,0,0,1
1,24,SRI AMMAN PIPES & CEMENT SHEETS, 2 ,7,2,1,"5,94,000","7,36,620","3,52,259","2,31,945","6,58,000","6,15,381","4,10,545","5,67,610","5,93,411",1
1,24,SRI AMMAN STEEL & HARDWARES, 2 ,10,2,1,"3,26,663","5,46,190","3,99,340","3,00,687","4,13,764","8,48,717","5,67,017","4,34,213",0,1
1,24,SRI ANNAMALAIYAR IRON & STEEL TRADE, 2 ,6,2,1,0,0,"1,57,020",0,0,"1,48,710","65,450",0,0,1
1,24,SRI ANNAMALAIYAR IRON&STEEL TRADERS, 2 ,10,2,1,0,0,0,0,0,0,0,0,0,1
1,24,SRI AYYAPPA AGENCIES, 2 ,6,2,1,"1,49,001",0,0,0,0,0,0,0,0,1
1,24,SRI BAALAJI HARDWARE, 2 ,14,2,2,"2,15,95,798","1,72,62,693","1,43,61,879","1,37,95,164","1,85,88,364","1,78,04,398","1,89,34,556","1,96,43,507","2,77,55,303",1
1,24,SRI BALAJI AGENCIES, 2 ,11,2,1,"2,16,360",0,0,0,0,"1,55,520",0,"1,24,000",0,1
1,24,SRI BALAJI AGENCY, 2 ,8,2,1,"2,66,384","1,19,698","1,24,187",0,0,0,0,0,0,1
1,24,SRI BALAJI CORPORATION, 1 ,4,2,1,0,0,"1,26,569","44,201",0,0,0,0,0,0
1,12,SRI BALAJI HARDWARE, 2 ,8,2,1,0,0,"1,47,947","1,47,947","5,43,712","1,21,118","2,60,779","3,78,210",0,1
1,24,SRI BALAJI HARDWARE (DHARMAPURI), 2 ,8,2,1,"28,18,987","13,29,813","9,11,428",0,0,0,0,0,0,1
2,8,SRI BALAJI STORAGE SULEHERA, 2 ,8,2,1,0,0,0,0,0,0,0,"3,43,212",0,1
1,24,SRI BALAJI TIMBER & HARDWARE, 2 ,15,2,1,0,0,0,0,0,0,0,"4,63,210","18,32,282",1
1,24,SRI BALAJI TRADER (N.KOSAVAMPATTY), 2 ,12,2,1,"31,95,578","21,37,517","5,75,015",0,0,"1,37,401",0,"1,31,260",0,1
1,12,Sri Banashankari Traders, 2 ,5,2,1,0,0,0,0,0,0,0,0,0,1
1,12,SRI BENAKA HARDWARE, 2 ,7,1,1,0,0,0,0,0,0,0,0,0,1
1,12,SRI BOMMALINNGESHWARA TRADERS, 2 ,8,2,1,"11,90,737","6,23,939","4,72,518","8,48,685",0,"1,58,396",0,0,0,1
